"","X.1110065P20Rik.","X.2010107G23Rik.","X.2610015P09Rik.","X.A430033K04Rik.","X.Aacs.","X.Aass.","X.Acin1.","X.Acly.","X.Acp5.","X.Adm2.","X.Agl.","X.Aifm2.","X.Aire.","X.Aldh1l2.","X.Alpk3.","X.Ap1g2.","X.Ap1m2.","X.Apba3.","X.Aplf.","X.App.","X.Arhgap27.","X.Arhgap30.","X.Arhgef16.","X.Arhgef25.","X.Arrb1.","X.Atp12a.","X.Atrip.","X.Atxn7l2.","X.Bbs1.","X.Bche.","X.Bcl2l14.","X.Bspry.","X.Btbd17.","X.Camk2b.","X.Capn3.","X.Cars2.","X.Cass4.","X.Cbr3.","X.Cd47.","X.Cdkn2a.","X.Cdo1.","X.Cdr2l.","X.Cend1.","X.Cenpo.","X.Cep128.","X.Cep95.","X.Chrac1.","X.Cirh1a.","X.Clcn7.","X.Cldn6.","X.Clip1.","X.Cnn1.","X.Cnnm4.","X.Colec12.","X.Cox20.","X.Crym.","X.Ctsc.","X.Cyb5b.","X.D8Ertd82e.","X.Dalrd3.","X.Dennd2c.","X.Dennd4a.","X.Dnmt3a.","X.Dnmt3l.","X.Dppa2.","X.Dpysl5.","X.Dusp9.","X.E2f6.","X.Eef2k.","X.Eid2.","X.Eif5a2.","X.Elavl3.","X.Elf2.","X.Ell3.","X.Elovl6.","X.Enkd1.","X.Epas1.","X.Epha1.","X.Erbb2ip.","X.EU599041.","X.Exosc4.","X.Extl2.","X.Faap24.","X.Fam195a.","X.Fam25c.","X.Fam84b.","X.Fancm.","X.Fbp1.","X.Fbxo41.","X.Fbxo42.","X.Fbxo9.","X.Fermt1.","X.Fgf12.","X.Fgf4.","X.Fyn.","X.Galnt3.","X.Gas8.","X.Gatm.","X.Gbx2.","X.Gm1840.","X.Gm29394.","X.Gm6768.","X.Gm7221.","X.Gpc1.","X.Gpsm1.","X.Gpsm2.","X.Gpt2.","X.Gpx2.","X.Gstm5.","X.Hdgfrp3.","X.Hebp2.","X.Hist1h1e.","X.Hist1h2ba.","X.Hist3h2ba.","X.Hlcs.","X.Hpdl.","X.Hspa1b.","X.Hspa4l.","X.Ifi35.","X.Ift122.","X.Igf1r.","X.Ina.","X.Inf2.","X.Insr.","X.Jph1.","X.Kat2a.","X.Kif1a.","X.Kif21a.","X.Kif21b.","X.Kif5c.","X.Kit.","X.Klhl13.","X.Lefty1.","X.Lrfn1.","X.Lrig1.","X.Lrrfip1.","X.Lss.","X.Mal2.","X.Mapk8ip3.","X.Med22.","X.Mfsd2a.","X.Mid1.","X.Mmab.","X.Mmp25.","X.Mrm1.","X.Mrpl34.","X.Mrps12.","X.Mrps24.","X.Mt3.","X.Mtfp1.","X.Mtfr1l.","X.Mvd.","X.Myo1c.","X.Nbeal2.","X.Nefh.","X.Neo1.","X.Nr0b1.","X.Nrcam.","X.Nrk.","X.Nubp2.","X.Ocln.","X.Otub2.","X.Pa2g4.","X.Palld.","X.Pcbd1.","X.Pck2.","X.Pcolce2.","X.Phykpl.","X.Pick1.","X.Pitx2.","X.Plin2.","X.Plxnb1.","X.Pmvk.","X.Pou2f3.","X.Ppl.","X.Ppp2r5b.","X.Ppp4r4.","X.Prex2.","X.Prkcb.","X.Prr36.","X.Prtg.","X.Psat1.","X.Psmc3.","X.Psph.","X.Ptgis.","X.Ptrf.","X.Qprt.","X.Rab13.","X.Rab31.","X.Rbsn.","X.Rdh11.","X.Reep2.","X.Rfx3.","X.Rgs9bp.","X.Rnd3.","X.Rogdi.","X.Rpl10l.","X.Rpl37.","X.Rpp25.","X.Rrp9.","X.Ryr3.","X.Sclt1.","X.Sec14l4.","X.Sema4c.","X.Setd7.","X.Sf1.","X.Siah1b.","X.Simc1.","X.Sirpa.","X.Sirt5.","X.Six5.","X.Slc1a3.","X.Slc25a12.","X.Slc35a4.","X.Slc46a1.","X.Slco4c1.","X.Slfn9.","X.Slx1b.","X.Smim4.","X.Smpdl3b.","X.Sntb1.","X.Socs6.","X.Sorbs1.","X.Sptbn2.","X.Srm.","X.Sssca1.","X.St8sia6.","X.Stambpl1.","X.Stk31.","X.Stk39.","X.Stxbp6.","X.Syt13.","X.Tada2b.","X.Taf7l.","X.Taok3.","X.Tet2.","X.Tex15.","X.Tex19.1.","X.Tex264.","X.Tgm1.","X.Thap4.","X.Tjp3.","X.Tlcd1.","X.Tmem104.","X.Tmem109.","X.Tmem161a.","X.Tmem177.","X.Tmem261.","X.Tmem35.","X.Tmem38b.","X.Tmub1.","X.Tnfrsf8.","X.Tnip2.","X.Tob1.","X.Trim67.","X.Trip12.","X.Tsc22d3.","X.Tspan6.","X.Ttc12.","X.Ttyh2.","X.Tubb4a.","X.Ube2d1.","X.Uhrf1.","X.Usp26.","X.Uvrag.","X.Vrtn.","X.Wdr54.","X.Xlr3c.","X.Zbed4.","X.Zbtb10.","X.Zcchc17.","X.Zfhx3.","X.Zfp266.","X.Zfp59.","X.Zfp7.","X.Zfp871.","X.Zfp951.","X.Zfyve21."
"1","1110065P20Rik","2010107G23Rik","2610015P09Rik","A430033K04Rik","Aacs","Aass","Acin1","Acly","Acp5","Adm2","Agl","Aifm2","Aire","Aldh1l2","Alpk3","Ap1g2","Ap1m2","Apba3","Aplf","App","Arhgap27","Arhgap30","Arhgef16","Arhgef25","Arrb1","Atp12a","Atrip","Atxn7l2","Bbs1","Bche","Bcl2l14","Bspry","Btbd17","Camk2b","Capn3","Cars2","Cass4","Cbr3","Cd47","Cdkn2a","Cdo1","Cdr2l","Cend1","Cenpo","Cep128","Cep95","Chrac1","Cirh1a","Clcn7","Cldn6","Clip1","Cnn1","Cnnm4","Colec12","Cox20","Crym","Ctsc","Cyb5b","D8Ertd82e","Dalrd3","Dennd2c","Dennd4a","Dnmt3a","Dnmt3l","Dppa2","Dpysl5","Dusp9","E2f6","Eef2k","Eid2","Eif5a2","Elavl3","Elf2","Ell3","Elovl6","Enkd1","Epas1","Epha1","Erbb2ip","EU599041","Exosc4","Extl2","Faap24","Fam195a","Fam25c","Fam84b","Fancm","Fbp1","Fbxo41","Fbxo42","Fbxo9","Fermt1","Fgf12","Fgf4","Fyn","Galnt3","Gas8","Gatm","Gbx2","Gm1840","Gm29394","Gm6768","Gm7221","Gpc1","Gpsm1","Gpsm2","Gpt2","Gpx2","Gstm5","Hdgfrp3","Hebp2","Hist1h1e","Hist1h2ba","Hist3h2ba","Hlcs","Hpdl","Hspa1b","Hspa4l","Ifi35","Ift122","Igf1r","Ina","Inf2","Insr","Jph1","Kat2a","Kif1a","Kif21a","Kif21b","Kif5c","Kit","Klhl13","Lefty1","Lrfn1","Lrig1","Lrrfip1","Lss","Mal2","Mapk8ip3","Med22","Mfsd2a","Mid1","Mmab","Mmp25","Mrm1","Mrpl34","Mrps12","Mrps24","Mt3","Mtfp1","Mtfr1l","Mvd","Myo1c","Nbeal2","Nefh","Neo1","Nr0b1","Nrcam","Nrk","Nubp2","Ocln","Otub2","Pa2g4","Palld","Pcbd1","Pck2","Pcolce2","Phykpl","Pick1","Pitx2","Plin2","Plxnb1","Pmvk","Pou2f3","Ppl","Ppp2r5b","Ppp4r4","Prex2","Prkcb","Prr36","Prtg","Psat1","Psmc3","Psph","Ptgis","Ptrf","Qprt","Rab13","Rab31","Rbsn","Rdh11","Reep2","Rfx3","Rgs9bp","Rnd3","Rogdi","Rpl10l","Rpl37","Rpp25","Rrp9","Ryr3","Sclt1","Sec14l4","Sema4c","Setd7","Sf1","Siah1b","Simc1","Sirpa","Sirt5","Six5","Slc1a3","Slc25a12","Slc35a4","Slc46a1","Slco4c1","Slfn9","Slx1b","Smim4","Smpdl3b","Sntb1","Socs6","Sorbs1","Sptbn2","Srm","Sssca1","St8sia6","Stambpl1","Stk31","Stk39","Stxbp6","Syt13","Tada2b","Taf7l","Taok3","Tet2","Tex15","Tex19.1","Tex264","Tgm1","Thap4","Tjp3","Tlcd1","Tmem104","Tmem109","Tmem161a","Tmem177","Tmem261","Tmem35","Tmem38b","Tmub1","Tnfrsf8","Tnip2","Tob1","Trim67","Trip12","Tsc22d3","Tspan6","Ttc12","Ttyh2","Tubb4a","Ube2d1","Uhrf1","Usp26","Uvrag","Vrtn","Wdr54","Xlr3c","Zbed4","Zbtb10","Zcchc17","Zfhx3","Zfp266","Zfp59","Zfp7","Zfp871","Zfp951","Zfyve21"
