"","X.2200002D01Rik.","X.Adap1.","X.Ahnak.","X.Aire.","X.Ak4.","X.Alox15.","X.Als2cl.","X.Anxa2.","X.Anxa3.","X.Aqp3.","X.Arf2.","X.Arhgdib.","X.Arhgef25.","X.Asap3.","X.Aspa.","X.Atp1a3.","X.Atp8b2.","X.Axin1.","X.B4galnt4.","X.Bbc3.","X.Bbx.","X.Brsk1.","X.Brwd1.","X.Camkv.","X.Capn3.","X.Casq2.","X.Ccdc136.","X.Cdkn1b.","X.Celsr1.","X.Cgn.","X.Cgref1.","X.Ckb.","X.Cnksr1.","X.Coro2b.","X.Creg2.","X.Cryab.","X.Crygd.","X.Dapk1.","X.Ddah1.","X.Dgkd.","X.Dmgdh.","X.Dnaja4.","X.Dnmt3a.","X.Emb.","X.Enkd1.","X.Enox1.","X.Enpp3.","X.Epha4.","X.Esrp1.","X.Fam134c.","X.Fam83h.","X.Fgfr1.","X.Foxi3.","X.Foxp1.","X.Galnt12.","X.Gdpd1.","X.Gm12794.","X.Grhl2.","X.Grid2ip.","X.Gsn.","X.Gsto1.","X.Gulo.","X.Hif1a.","X.Hlcs.","X.Htra1.","X.Ift122.","X.Ina.","X.Kank4.","X.Kbtbd7.","X.Krt8.","X.Lmo4.","X.Lmo7.","X.Lrp2.","X.Ly6a.","X.Mapk6.","X.Mcam.","X.Mecp2.","X.Mgarp.","X.Mid1ip1.","X.Mief1.","X.Mme.","X.Mras.","X.Mtfr1l.","X.Mthfsd.","X.Mtus1.","X.Myo10.","X.Nav2.","X.Nfatc2.","X.Nlrc4.","X.Nr2f6.","X.Nt5e.","X.Odf2l.","X.Palm2.","X.Pcdh1.","X.Pcp4l1.","X.Pde2a.","X.Pecam1.","X.Phf6.","X.Phlpp1.","X.Pknox1.","X.Plch2.","X.Plec.","X.Plxnb1.","X.Pop5.","X.Ppp1r14c.","X.Prdm14.","X.Prex2.","X.Prickle2.","X.Prr36.","X.Psmb10.","X.Ptpn18.","X.Pxdn.","X.Rab13.","X.Rab27a.","X.Rab3a.","X.Rab3d.","X.Rapgef3.","X.Rbbp5.","X.Reps2.","X.Rpl37.","X.S100a6.","X.Sall2.","X.Sema4c.","X.Serpinb9b.","X.Sfrp1.","X.Sh3kbp1.","X.She.","X.Shroom4.","X.Slc1a3.","X.Slc29a1.","X.Slc35b1.","X.Slc4a2.","X.Slc6a1.","X.Smim7.","X.Sox3.","X.Sp100.","X.Spn.","X.Spop.","X.Spta1.","X.Stat5b.","X.Tbc1d2b.","X.Tbc1d9b.","X.Tet2.","X.Tgm3.","X.Tgtp1.","X.Thy1.","X.Tktl2.","X.Tmcc3.","X.Tmem181a.","X.Tmem9.","X.Tppp3.","X.Trim23.","X.Trim36.","X.Trim43b.","X.Tubb2a.","X.Usp17lc.","X.Vangl1.","X.Vil1.","X.Wls.","X.Zbtb24.","X.Zfhx3.","X.Zfp597.","X.Zfp644.","X.Zfp777.","X.Zmym6."
"1","2200002D01Rik","Adap1","Ahnak","Aire","Ak4","Alox15","Als2cl","Anxa2","Anxa3","Aqp3","Arf2","Arhgdib","Arhgef25","Asap3","Aspa","Atp1a3","Atp8b2","Axin1","B4galnt4","Bbc3","Bbx","Brsk1","Brwd1","Camkv","Capn3","Casq2","Ccdc136","Cdkn1b","Celsr1","Cgn","Cgref1","Ckb","Cnksr1","Coro2b","Creg2","Cryab","Crygd","Dapk1","Ddah1","Dgkd","Dmgdh","Dnaja4","Dnmt3a","Emb","Enkd1","Enox1","Enpp3","Epha4","Esrp1","Fam134c","Fam83h","Fgfr1","Foxi3","Foxp1","Galnt12","Gdpd1","Gm12794","Grhl2","Grid2ip","Gsn","Gsto1","Gulo","Hif1a","Hlcs","Htra1","Ift122","Ina","Kank4","Kbtbd7","Krt8","Lmo4","Lmo7","Lrp2","Ly6a","Mapk6","Mcam","Mecp2","Mgarp","Mid1ip1","Mief1","Mme","Mras","Mtfr1l","Mthfsd","Mtus1","Myo10","Nav2","Nfatc2","Nlrc4","Nr2f6","Nt5e","Odf2l","Palm2","Pcdh1","Pcp4l1","Pde2a","Pecam1","Phf6","Phlpp1","Pknox1","Plch2","Plec","Plxnb1","Pop5","Ppp1r14c","Prdm14","Prex2","Prickle2","Prr36","Psmb10","Ptpn18","Pxdn","Rab13","Rab27a","Rab3a","Rab3d","Rapgef3","Rbbp5","Reps2","Rpl37","S100a6","Sall2","Sema4c","Serpinb9b","Sfrp1","Sh3kbp1","She","Shroom4","Slc1a3","Slc29a1","Slc35b1","Slc4a2","Slc6a1","Smim7","Sox3","Sp100","Spn","Spop","Spta1","Stat5b","Tbc1d2b","Tbc1d9b","Tet2","Tgm3","Tgtp1","Thy1","Tktl2","Tmcc3","Tmem181a","Tmem9","Tppp3","Trim23","Trim36","Trim43b","Tubb2a","Usp17lc","Vangl1","Vil1","Wls","Zbtb24","Zfhx3","Zfp597","Zfp644","Zfp777","Zmym6"
