"","x"
"5187","Nlk"
"5188","Nln"
"5189","Nlrc4"
"5190","Nlrp4c"
"5191","Nlrp4f"
"5192","Nmd3"
"5193","Nme1"
"5194","Nme4"
"5195","Nme6"
"5196","Nme7"
"5197","Nmi"
"5198","Nmnat1"
"5199","Nmral1"
"5200","Nmrk1"
"5201","Nmt1"
"5202","Nmt2"
"5203","Nnt"
"5204","Noa1"
"5205","Nob1"
"5206","Noc3l"
"5207","Noc4l"
"5208","Nodal"
"5209","Nol10"
"5210","Nol11"
"5211","Nol11"
"5212","Nol12"
"5213","Nol3"
"5214","Nol4l"
"5215","Nol6"
"5216","Nol7"
"5217","Nol8"
"5218","Nol9"
"5219","Nolc1"
"5220","Nom1"
"5221","Nomo1"
"5222","Nono"
"5223","Nop10"
"5224","Nop14"
"5225","Nop16"
"5226","Nop2"
"5227","Nop56"
"5228","Nop58"
"5229","Nop9"
"5230","Nos1"
"5231","Nosip"
"5232","Notch1"
"5233","Notch2"
"5234","Notch3"
"5235","Notum"
"5236","Nova1"
"5237","Nova2"
"5238","Npat"
"5239","Npc1"
"5240","Npc2"
"5241","Npepl1"
"5242","Npepps"
"5243","Nphp1"
"5244","Nphp3"
"5245","Nphp4"
"5246","Npl"
"5247","Nploc4"
"5248","Npm1"
"5249","Npm3"
"5250","Npnt"
"5251","Nprl2"
"5252","Nprl3"
"5253","Nptn"
"5254","Nptx2"
"5255","Nqo1"
"5256","Nqo2"
"5257","Nr0b1"
"5258","Nr2c1"
"5259","Nr2c2"
"5260","Nr2c2ap"
"5261","Nr2f6"
"5262","Nr3c1"
"5263","Nr4a1"
"5264","Nr5a2"
"5265","Nr6a1"
"5266","Nradd"
"5267","Nras"
"5268","Nrbf2"
"5269","Nrbp1"
"5270","Nrcam"
"5271","Nrd1"
"5272","Nrd1"
"5273","Nrde2"
"5274","Nrf1"
"5275","Nrgn"
"5276","Nrip1"
"5277","Nrk"
"5278","Nrm"
"5279","Nrp2"
"5280","Nsa2"
"5281","Nsd1"
"5282","Nsdhl"
"5283","Nsf"
"5284","Nsfl1c"
"5285","Nsl1"
"5286","Nsmaf"
"5287","Nsmce1"
"5288","Nsmce2"
"5289","Nsmce4a"
"5290","Nsun2"
"5291","Nsun4"
"5292","Nsun5"
"5293","Nsun6"
"5294","Nt5c"
"5295","Nt5c2"
"5296","Nt5c3b"
"5297","Nt5dc1"
"5298","Nt5dc2"
"5299","Nt5dc3"
"5300","Nt5e"
"5301","Ntan1"
"5302","Nthl1"
"5303","Ntmt1"
"5304","Ntn1"
"5305","Ntpcr"
"5306","Nuak2"
"5307","Nub1"
"5308","Nubp1"
"5309","Nubp2"
"5310","Nubpl"
"5311","Nucb1"
"5312","Nucb2"
"5313","Nucks1"
"5314","Nudc"
"5315","Nudcd1"
"5316","Nudcd2"
"5317","Nudcd3"
"5318","Nudt1"
"5319","Nudt11"
"5320","Nudt12"
"5321","Nudt14"
"5322","Nudt15"
"5323","Nudt16"
"5324","Nudt16l1"
"5325","Nudt17"
"5326","Nudt18"
"5327","Nudt19"
"5328","Nudt2"
"5329","Nudt21"
"5330","Nudt22"
"5331","Nudt3"
"5332","Nudt3"
"5333","Nudt4"
"5334","Nudt5"
"5335","Nudt8"
"5336","Nudt9"
"5337","Nuf2"
"5338","Nufip1"
"5339","Nufip2"
"5340","Numa1"
"5341","Numb"
"5342","Numbl"
"5343","Nup107"
"5344","Nup133"
"5345","Nup153"
"5346","Nup155"
"5347","Nup160"
"5348","Nup188"
"5349","Nup205"
"5350","Nup210"
"5351","Nup214"
"5352","Nup35"
"5353","Nup37"
"5354","Nup43"
"5355","Nup50"
"5356","Nup54"
"5357","Nup62cl"
"5358","Nup85"
"5359","Nup88"
"5360","Nup93"
"5361","Nup98"
"5362","Nupl1"
"5363","Nupl2"
"5364","Nus1"
"5365","Nusap1"
"5366","Nusap1"
"5367","Nutf2"
"5368","Nvl"
"5369","Nwd2"
"5370","Nxf1"
"5371","Nxf3"
"5372","Nxn"
"5373","Nxt1"
"5374","Nynrin"
"5375","Oard1"
"5376","Oas1a"
"5377","Oasl1"
"5378","Oat"
"5379","Oaz2"
"5380","Obfc1"
"5381","Obscn"
"5382","Obsl1"
"5383","Ociad1"
"5384","Ociad2"
"5385","Ocln"
"5386","Ocrl"
"5387","Odc1"
"5388","Odf2"
"5389","Odf2l"
"5390","Ofd1"
"5391","Ogdh"
"5392","Ogdhl"
"5393","Ogfod1"
"5394","Ogfod3"
"5395","Ogfr"
"5396","Ogg1"
"5397","Ogt"
"5398","Ogt"
"5399","Oip5"
"5400","Ola1"
"5401","Oma1"
"5402","Ooep"
"5403","Opa1"
"5404","Opa3"
"5405","Oplah"
"5406","Optn"
"5407","Orai1"
"5408","Oraov1"
"5409","Orc1"
"5410","Orc2"
"5411","Orc3"
"5412","Orc3"
"5413","Orc4"
"5414","Orc5"
"5415","Orc6"
"5416","Ormdl2"
"5417","Ormdl3"
"5418","Os9"
"5419","Osbp"
"5420","Osbpl10"
"5421","Osbpl11"
"5422","Osbpl1a"
"5423","Osbpl2"
"5424","Osbpl3"
"5425","Osbpl7"
"5426","Osbpl8"
"5427","Osbpl9"
"5428","Osbpl9"
"5429","Oser1"
"5430","Osgep"
"5431","Ostc"
"5432","Ostf1"
"5433","Otub1"
"5434","Otub2"
"5435","Otud1"
"5436","Otud3"
"5437","Otud4"
"5438","Otud5"
"5439","Otud6a"
"5440","Otud6b"
"5441","Otud7b"
"5442","Otulin"
"5443","Otx2"
"5444","Ovca2"
"5445","Ovol2"
"5446","Oxa1l"
"5447","Oxct1"
"5448","Oxld1"
"5449","Oxnad1"
"5450","Oxr1"
"5451","Oxr1"
"5452","Oxsm"
"5453","Oxsr1"
"5454","Oxsr1"
"5455","P2rx7"
"5456","P3h1"
"5457","P4ha1"
"5458","P4ha1"
"5459","P4ha2"
"5460","P4hb"
"5461","P4htm"
"5462","Pa2g4"
"5463","Pa2g4"
"5464","Pabpc1"
"5465","Pabpc1l"
"5466","Pabpc4"
"5467","Pabpc4"
"5468","Pabpc4l"
"5469","Pabpc6"
"5470","Pabpn1"
"5471","Pabpn1"
"5472","Pabpn1"
"5473","Pacrgl"
"5474","Pacs1"
"5475","Pacs2"
"5476","Pacsin1"
"5477","Pacsin2"
"5478","Pacsin3"
"5479","Padi2"
"5480","Padi4"
"5481","Paf1"
"5482","Pafah1b1"
"5483","Pafah1b2"
"5484","Pafah1b3"
"5485","Pafah2"
"5486","Pag1"
"5487","Pagr1a"
"5488","Paics"
"5489","Paip1"
"5490","Paip2"
"5491","Paip2b"
"5492","Pak1"
"5493","Pak1ip1"
"5494","Pak2"
"5495","Pak3"
"5496","Pak4"
"5497","Palb2"
"5498","Pald1"
"5499","Palld"
"5500","Palm"
"5501","Palm2"
"5502","Palm3"
"5503","Pam"
"5504","Pam16"
"5505","Pan2"
"5506","Pan3"
"5507","Pank1"
"5508","Pank2"
"5509","Pank3"
"5510","Pank4"
"5511","Panx1"
"5512","Paox"
"5513","Papd4"
"5514","Papd5"
"5515","Papd7"
"5516","Papola"
"5517","Papola"
"5518","Papolg"
"5519","Papss1"
"5520","Papss2"
"5521","Pard3"
"5522","Pard3b"
"5523","Pard6b"
"5524","Pard6g"
"5525","Parg"
"5526","Park7"
"5527","Parl"
"5528","Parm1"
"5529","Parn"
"5530","Parp1"
"5531","Parp10"
"5532","Parp12"
"5533","Parp14"
"5534","Parp2"
"5535","Parp4"
"5536","Parp9"
"5537","Pars2"
"5538","Parva"
"5539","Parvb"
"5540","Pask"
"5541","Patl1"
"5542","Patz1"
"5543","Pawr"
"5544","Pax6"
"5545","Pax8"
"5546","Paxbp1"
"5547","Paxip1"
"5548","Pbdc1"
"5549","Pbk"
"5550","Pbrm1"
"5551","Pbx1"
"5552","Pbx2"
"5553","Pbx2"
"5554","Pbx3"
"5555","Pbxip1"
"5556","Pcbd1"
"5557","Pcbd2"
"5558","Pcbp1"
"5559","Pcbp2"
"5560","Pcbp3"
"5561","Pcbp4"
"5562","Pcbp4"
"5563","Pcca"
"5564","Pccb"
"5565","Pcdh1"
"5566","Pcdh1"
"5567","Pcdh8"
"5568","Pced1b"
"5569","Pcf11"
"5570","Pcf11"
"5571","Pcgf1"
"5572","Pcgf2"
"5573","Pcgf5"
"5574","Pcgf6"
"5575","Pcid2"
"5576","Pcif1"
"5577","Pck2"
"5578","Pcm1"
"5579","Pcmt1"
"5580","Pcmtd1"
"5581","Pcmtd2"
"5582","Pcna"
"5583","Pcnp"
"5584","Pcnt"
"5585","Pcnxl3"
"5586","Pcolce"
"5587","Pcolce2"
"5588","Pcp2"
"5589","Pcp4l1"
"5590","Pcsk6"
"5591","Pctp"
"5592","Pcx"
"5593","Pcyox1"
"5594","Pcyox1l"
"5595","Pcyt1a"
"5596","Pcyt1b"
"5597","Pcyt2"
"5598","Pdap1"
"5599","Pdcd1"
"5600","Pdcd10"
"5601","Pdcd11"
"5602","Pdcd2"
"5603","Pdcd2"
"5604","Pdcd2l"
"5605","Pdcd4"
"5606","Pdcd5"
"5607","Pdcd6"
"5608","Pdcd6ip"
"5609","Pdcd7"
"5610","Pdcl"
"5611","Pdcl3"
"5612","Pddc1"
"5613","Pde10a"
"5614","Pde12"
"5615","Pde2a"
"5616","Pde4b"
"5617","Pde4d"
"5618","Pde5a"
"5619","Pde6d"
"5620","Pde8a"
"5621","Pdf"
"5622","Pdha1"
"5623","Pdhb"
"5624","Pdhx"
"5625","Pdia3"
"5626","Pdia4"
"5627","Pdia5"
"5628","Pdia6"
"5629","Pdk1"
"5630","Pdk2"
"5631","Pdk3"
"5632","Pdlim1"
"5633","Pdlim2"
"5634","Pdlim3"
"5635","Pdlim5"
"5636","Pdlim5"
"5637","Pdlim7"
"5638","Pdp1"
"5639","Pdp2"
"5640","Pdpk1"
"5641","Pdpn"
"5642","Pdpr"
"5643","Pdrg1"
"5644","Pds5a"
"5645","Pds5b"
"5646","Pds5b"
"5647","Pdss1"
"5648","Pdss2"
"5649","Pdxdc1"
"5650","Pdxdc1"
"5651","Pdxk"
"5652","Pdzd11"
"5653","Pdzd2"
"5654","Pdzd4"
"5655","Pdzd8"
"5656","Pdzk1"
"5657","Pdzrn3"
"5658","Peak1"
"5659","Pebp1"
"5660","Pecam1"
"5661","Pecam1"
"5662","Pecr"
"5663","Pef1"
"5664","Peg10"
"5665","Peg3"
"5666","Peli1"
"5667","Peli2"
"5668","Pelo"
"5669","Pelp1"
"5670","Peo1"
"5671","Pepd"
"5672","Per1"
"5673","Pes1"
"5674","Pet100"
"5675","Pex1"
"5676","Pex10"
"5677","Pex11b"
"5678","Pex12"
"5679","Pex13"
"5680","Pex14"
"5681","Pex16"
"5682","Pex19"
"5683","Pex2"
"5684","Pex26"
"5685","Pex3"
"5686","Pex5"
"5687","Pex6"
"5688","Pex7"
"5689","Pfas"
"5690","Pfdn1"
"5691","Pfdn2"
"5692","Pfdn4"
"5693","Pfdn5"
"5694","Pfdn6"
"5695","Pfkfb1"
"5696","Pfkfb2"
"5697","Pfkfb2"
"5698","Pfkfb3"
"5699","Pfkl"
"5700","Pfkm"
"5701","Pfkp"
"5702","Pfn1"
"5703","Pfn2"
"5704","Pgam1"
"5705","Pgam2"
"5706","Pgam5"
"5707","Pgam5"
"5708","Pgap1"
"5709","Pgap2"
"5710","Pgap3"
"5711","Pgd"
"5712","Pggt1b"
"5713","Pgk1"
"5714","Pgk2"
"5715","Pgls"
"5716","Pgm1"
"5717","Pgm2"
"5718","Pgm2l1"
"5719","Pgm3"
"5720","Pgp"
"5721","Pgpep1"
"5722","Pgrmc1"
"5723","Pgrmc2"
"5724","Pgs1"
"5725","Phactr2"
"5726","Phactr4"
"5727","Phactr4"
"5728","Phax"
"5729","Phb"
"5730","Phb2"
"5731","Phc1"
"5732","Phc2"
"5733","Phf10"
"5734","Phf12"
"5735","Phf13"
"5736","Phf14"
"5737","Phf2"
"5738","Phf20"
"5739","Phf20l1"
"5740","Phf21a"
"5741","Phf23"
"5742","Phf23"
"5743","Phf3"
"5744","Phf5a"
"5745","Phf6"
"5746","Phf8"
"5747","Phgdh"
"5748","Phip"
"5749","Phka1"
"5750","Phka2"
"5751","Phkb"
"5752","Phkg2"
"5753","Phlda2"
"5754","Phlda3"
"5755","Phldb1"
"5756","Phldb2"
"5757","Phldb3"
"5758","Phlpp1"
"5759","Phospho2"
"5760","Phpt1"
"5761","Phrf1"
"5762","Phtf2"
"5763","Phyh"
"5764","Phyhd1"
"5765","Phyhip"
"5766","Phyhipl"
"5767","Phykpl"
"5768","Pi4k2a"
"5769","Pi4k2b"
"5770","Pi4ka"
"5771","Pi4kb"
"5772","Pias1"
"5773","Pias2"
"5774","Pias2"
"5775","Pias3"
"5776","Pias4"
"5777","Pibf1"
"5778","Picalm"
"5779","Picalm"
"5780","Pick1"
"5781","Pick1"
"5782","Pid1"
"5783","Pidd1"
"5784","Piezo1"
"5785","Piezo2"
"5786","Piga"
"5787","Pigg"
"5788","Pigh"
"5789","Pigk"
"5790","Pigl"
"5791","Pigm"
"5792","Pigo"
"5793","Pigq"
"5794","Pigs"
"5795","Pigt"
"5796","Pigu"
"5797","Pigx"
"5798","Pih1d1"
"5799","Pik3c2a"
"5800","Pik3c3"
"5801","Pik3ca"
"5802","Pik3cb"
"5803","Pik3cd"
"5804","Pik3r1"
"5805","Pik3r2"
"5806","Pik3r4"
"5807","Pikfyve"
"5808","Pim1"
"5809","Pim2"
"5810","Pin1"
"5811","Pin4"
"5812","Pinx1"
"5813","Pip4k2a"
"5814","Pip4k2b"
"5815","Pip4k2c"
"5816","Pip5k1a"
"5817","Pip5k1a"
"5818","Pip5k1b"
"5819","Pip5k1c"
"5820","Pipox"
"5821","Pir"
"5822","Pithd1"
"5823","Pitpna"
"5824","Pitpnb"
"5825","Pitpnc1"
"5826","Pitpnc1"
"5827","Pitrm1"
"5828","Pitx2"
"5829","Pja1"
"5830","Pja2"
"5831","Pkd2"
"5832","Pkia"
"5833","Pkig"
"5834","Pkm"
"5835","Pkm"
"5836","Pkmyt1"
"5837","Pkn1"
"5838","Pkn1"
"5839","Pkn2"
"5840","Pkn3"
"5841","Pknox1"
"5842","Pkp2"
"5843","Pkp3"
"5844","Pkp4"
"5845","Pla1a"
"5846","Pla2g12a"
"5847","Pla2g15"
"5848","Pla2g16"
"5849","Pla2g4a"
"5850","Pla2g4e"
"5851","Pla2g6"
"5852","Pla2g7"
"5853","Plaa"
"5854","Plaa"
"5855","Plac8"
"5856","Plaur"
"5857","Plbd1"
"5858","Plbd2"
"5859","Plcb3"
"5860","Plcb4"
"5861","Plcb4"
"5862","Plcd1"
"5863","Plcd3"
"5864","Plce1"
"5865","Plcg1"
"5866","Plcg2"
"5867","Plch1"
"5868","Plch2"
"5869","Plcl2"
"5870","Pld1"
"5871","Pld3"
"5872","Plec"
"5873","Plec"
"5874","Plec"
"5875","Plekha1"
"5876","Plekha1"
"5877","Plekha1"
"5878","Plekha2"
"5879","Plekha3"
"5880","Plekha5"
"5881","Plekha7"
"5882","Plekha7"
"5883","Plekha8"
"5884","Plekhf1"
"5885","Plekhf2"
"5886","Plekhf2"
"5887","Plekhg1"
"5888","Plekhg2"
"5889","Plekhg3"
"5890","Plekhg5"
"5891","Plekhh1"
"5892","Plekhh2"
"5893","Plekhj1"
"5894","Plekhm1"
"5895","Plekhm2"
"5896","Plekho2"
"5897","Plet1"
"5898","Plgrkt"
"5899","Plin2"
"5900","Plin3"
"5901","Plk1"
"5902","Plod1"
"5903","Plod2"
"5904","Plod3"
"5905","Plp2"
"5906","Plrg1"
"5907","Pls1"
"5908","Pls3"
"5909","Plscr1"
"5910","Pltp"
"5911","Plxdc2"
"5912","Plxna1"
"5913","Plxnb1"
"5914","Plxnb2"
"5915","Pm20d1"
"5916","Pm20d2"
"5917","Pmel"
"5918","Pmf1"
"5919","Pml"
"5920","Pmm1"
"5921","Pmm2"
"5922","Pmpca"
"5923","Pmpcb"
"5924","Pms1"
"5925","Pms2"
"5926","Pmvk"
"5927","Pnisr"
"5928","Pnkd"
"5929","Pnkd"
"5930","Pnkp"
"5931","Pnma2"
"5932","Pnma5"
"5933","Pnn"
"5934","Pno1"
"5935","Pnp"
"5936","Pnp2"
"5937","Pnpla2"
"5938","Pnpla6"
"5939","Pnpla7"
"5940","Pnpla8"
"5941","Pnpo"
"5942","Pnpt1"
"5943","Pnrc1"
"5944","Poc1a"
"5945","Poc1b"
"5946","Poc5"
"5947","Podxl"
"5948","Pofut1"
"5949","Pofut2"
"5950","Poglut1"
"5951","Pogz"
"5952","Pogz"
"5953","Pola1"
"5954","Pola2"
"5955","Polb"
"5956","Pold1"
"5957","Pold2"
"5958","Pold3"
"5959","Poldip2"
"5960","Poldip3"
"5961","Pole"
"5962","Pole2"
"5963","Pole3"
"5964","Pole4"
"5965","Polg"
"5966","Polg2"
"5967","Polh"
"5968","Polk"
"5969","Polm"
"5970","Polr1a"
"5971","Polr1b"
"5972","Polr1c"
"5973","Polr1d"
"5974","Polr1d"
"5975","Polr1e"
"5976","Polr2a"
"5977","Polr2b"
"5978","Polr2c"
"5979","Polr2d"
"5980","Polr2e"
"5981","Polr2g"
"5982","Polr2h"
"5983","Polr2i"
"5984","Polr2j"
"5985","Polr2k"
"5986","Polr2l"
"5987","Polr2m"
"5988","Polr3a"
"5989","Polr3b"
"5990","Polr3c"
"5991","Polr3d"
"5992","Polr3e"
"5993","Polr3f"
"5994","Polr3g"
"5995","Polr3h"
"5996","Polr3k"
"5997","Polrmt"
"5998","Pom121"
"5999","Pomgnt1"
"6000","Pomk"
"6001","Pomp"
"6002","Pomt1"
"6003","Pomt2"
"6004","Pon2"
"6005","Pon3"
"6006","Pop1"
"6007","Pop4"
"6008","Pop5"
"6009","Pop7"
"6010","Por"
"6011","Pot1b"
"6012","Pou2f1"
"6013","Pou2f3"
"6014","Pou5f1"
"6015","Ppa1"
"6016","Ppa2"
"6017","Ppan"
"6018","Ppap2a"
"6019","Ppap2b"
"6020","Ppard"
"6021","Ppat"
"6022","Ppcdc"
"6023","Ppcs"
"6024","Ppdpf"
"6025","Ppef2"
"6026","Ppfia1"
"6027","Ppfia4"
"6028","Ppfibp1"
"6029","Ppfibp1"
"6030","Ppfibp2"
"6031","Pphln1"
"6032","Pphln1"
"6033","Ppia"
"6034","Ppib"
"6035","Ppic"
"6036","Ppid"
"6037","Ppie"
"6038","Ppif"
"6039","Ppig"
"6040","Ppih"
"6041","Ppil1"
"6042","Ppil2"
"6043","Ppil3"
"6044","Ppil4"
"6045","Ppip5k1"
"6046","Ppip5k2"
"6047","Ppip5k2"
"6048","Ppl"
"6049","Ppm1a"
"6050","Ppm1b"
"6051","Ppm1d"
"6052","Ppm1f"
"6053","Ppm1g"
"6054","Ppm1j"
"6055","Ppm1l"
"6056","Ppme1"
"6057","Ppox"
"6058","Ppp1ca"
"6059","Ppp1cb"
"6060","Ppp1cc"
"6061","Ppp1r10"
"6062","Ppp1r11"
"6063","Ppp1r12a"
"6064","Ppp1r12b"
"6065","Ppp1r12c"
"6066","Ppp1r12c"
"6067","Ppp1r13b"
"6068","Ppp1r13l"
"6069","Ppp1r14b"
"6070","Ppp1r14c"
"6071","Ppp1r14d"
"6072","Ppp1r15b"
"6073","Ppp1r16a"
"6074","Ppp1r18"
"6075","Ppp1r1a"
"6076","Ppp1r2"
"6077","Ppp1r21"
"6078","Ppp1r35"
"6079","Ppp1r37"
"6080","Ppp1r7"
"6081","Ppp1r7"
"6082","Ppp1r8"
"6083","Ppp1r9a"
"6084","Ppp1r9b"
"6085","Ppp2ca"
"6086","Ppp2cb"
"6087","Ppp2r1a"
"6088","Ppp2r1a"
"6089","Ppp2r1b"
"6090","Ppp2r1b"
"6091","Ppp2r2a"
"6092","Ppp2r2d"
"6093","Ppp2r3a"
"6094","Ppp2r4"
"6095","Ppp2r5a"
"6096","Ppp2r5b"
"6097","Ppp2r5c"
"6098","Ppp2r5c"
"6099","Ppp2r5d"
"6100","Ppp2r5e"
"6101","Ppp3ca"
"6102","Ppp3cb"
"6103","Ppp3r1"
"6104","Ppp4c"
"6105","Ppp4r1"
"6106","Ppp4r2"
"6107","Ppp4r4"
"6108","Ppp5c"
"6109","Ppp6c"
"6110","Ppp6r1"
"6111","Ppp6r2"
"6112","Ppp6r3"
"6113","Pprc1"
"6114","Ppt1"
"6115","Ppt2"
"6116","Pptc7"
"6117","Ppwd1"
"6118","Pqbp1"
"6119","Pqlc3"
"6120","Praf2"
"6121","Prame"
"6122","Pramef12"
"6123","Pramel1"
"6124","Pramel3"
"6125","Prc1"
"6126","Prcc"
"6127","Prcp"
"6128","Prdm1"
"6129","Prdm10"
"6130","Prdm14"
"6131","Prdm15"
"6132","Prdm2"
"6133","Prdm5"
"6134","Prdx1"
"6135","Prdx2"
"6136","Prdx3"
"6137","Prdx4"
"6138","Prdx5"
"6139","Prdx6"
"6140","Preb"
"6141","Prelid1"
"6142","Prep"
"6143","Prepl"
"6144","Prex1"
"6145","Prex2"
"6146","Prickle1"
"6147","Prickle2"
"6148","Prickle2"
"6149","Prickle3"
"6150","Prim1"
"6151","Prim2"
"6152","Prkaa1"
"6153","Prkaa2"
"6154","Prkab1"
"6155","Prkab2"
"6156","Prkaca"
"6157","Prkacb"
"6158","Prkag1"
"6159","Prkag2"
"6160","Prkar1a"
"6161","Prkar2a"
"6162","Prkar2b"
"6163","Prkcb"
"6164","Prkcd"
"6165","Prkcg"
"6166","Prkci"
"6167","Prkcsh"
"6168","Prkcz"
"6169","Prkd2"
"6170","Prkd3"
"6171","Prkdc"
"6172","Prkra"
"6173","Prkrip1"
"6174","Prkrir"
"6175","Prkx"
"6176","Prmt3"
"6177","Prmt5"
"6178","Prmt6"
"6179","Prmt7"
"6180","Prmt8"
"6181","Prodh"
"6182","Prom1"
"6183","Prorsd1"
"6184","Pros1"
"6185","Prosc"
"6186","Proser1"
"6187","Proser3"
"6188","Prpf18"
"6189","Prpf19"
"6190","Prpf3"
"6191","Prpf31"
"6192","Prpf38a"
"6193","Prpf38b"
"6194","Prpf39"
"6195","Prpf4"
"6196","Prpf40a"
"6197","Prpf40b"
"6198","Prpf40b"
"6199","Prpf4b"
"6200","Prpf6"
"6201","Prpf8"
"6202","Prph"
"6203","Prps1"
"6204","Prps2"
"6205","Prpsap1"
"6206","Prpsap2"
"6207","Prr11"
"6208","Prr12"
"6209","Prr14"
"6210","Prr14l"
"6211","Prr36"
"6212","Prr5"
"6213","Prrc1"
"6214","Prrc2a"
"6215","Prrc2b"
"6216","Prrc2b"
"6217","Prrc2c"
"6218","Prrc2c"
"6219","Prrc2c"
"6220","Prrg4"
"6221","Prss50"
"6222","Prtg"
"6223","Prune"
"6224","Prune2"
"6225","Psap"
"6226","Psat1"
"6227","Psd3"
"6228","Psen1"
"6229","Psen2"
"6230","Psip1"
"6231","Psip1"
"6232","Psip1"
"6233","Psma1"
"6234","Psma2"
"6235","Psma3"
"6236","Psma3"
"6237","Psma4"
"6238","Psma5"
"6239","Psma6"
"6240","Psma7"
"6241","Psma8"
"6242","Psmb1"
"6243","Psmb10"
"6244","Psmb2"
"6245","Psmb3"
"6246","Psmb4"
"6247","Psmb5"
"6248","Psmb6"
"6249","Psmb7"
"6250","Psmb8"
"6251","Psmc1"
"6252","Psmc2"
"6253","Psmc3"
"6254","Psmc3"
"6255","Psmc3ip"
"6256","Psmc4"
"6257","Psmc5"
"6258","Psmc6"
"6259","Psmd1"
"6260","Psmd10"
"6261","Psmd11"
"6262","Psmd12"
"6263","Psmd13"
"6264","Psmd14"
"6265","Psmd2"
"6266","Psmd3"
"6267","Psmd4"
"6268","Psmd4"
"6269","Psmd5"
"6270","Psmd6"
"6271","Psmd7"
"6272","Psmd8"
"6273","Psmd9"
"6274","Psme1"
"6275","Psme2"
"6276","Psme3"
"6277","Psme4"
"6278","Psmf1"
"6279","Psmg1"
"6280","Psmg2"
"6281","Psmg3"
"6282","Psmg4"
"6283","Pspc1"
"6284","Psph"
"6285","Psrc1"
"6286","Pstk"
"6287","Ptar1"
"6288","Ptbp1"
"6289","Ptbp1"
"6290","Ptbp2"
"6291","Ptbp3"
"6292","Ptcd1"
"6293","Ptcd2"
"6294","Ptcd3"
"6295","Ptch1"
"6296","Ptdss1"
"6297","Ptdss2"
"6298","Pten"
"6299","Pter"
"6300","Ptges2"
"6301","Ptges3"
"6302","Ptgfrn"
"6303","Ptgis"
"6304","Ptgr1"
"6305","Ptgr2"
"6306","Ptgs2"
"6307","Ptk2"
"6308","Ptk2b"
"6309","Ptk7"
"6310","Ptma"
"6311","Ptms"
"6312","Ptov1"
"6313","Ptp4a1"
"6314","Ptp4a2"
"6315","Ptpmt1"
"6316","Ptpn1"
"6317","Ptpn11"
"6318","Ptpn11"
"6319","Ptpn12"
"6320","Ptpn13"
"6321","Ptpn14"
"6322","Ptpn18"
"6323","Ptpn18"
"6324","Ptpn2"
"6325","Ptpn21"
"6326","Ptpn23"
"6327","Ptpn3"
"6328","Ptpn4"
"6329","Ptpn6"
"6330","Ptpn9"
"6331","Ptpra"
"6332","Ptprb"
"6333","Ptprd"
"6334","Ptprf"
"6335","Ptprj"
"6336","Ptprk"
"6337","Ptprs"
"6338","Ptrf"
"6339","Ptrh2"
"6340","Pts"
"6341","Pttg1"
"6342","Puf60"
"6343","Pum1"
"6344","Pum1"
"6345","Pum1"
"6346","Pum2"
"6347","Pum2"
"6348","Pura"
"6349","Pus1"
"6350","Pus10"
"6351","Pus3"
"6352","Pus7"
"6353","Pus7l"
"6354","Pusl1"
"6355","Pvr"
"6356","Pvrl1"
"6357","Pvrl2"
"6358","Pvrl2"
"6359","Pvrl3"
"6360","Pwp1"
"6361","Pwp2"
"6362","Pwwp2a"
"6363","Pwwp2b"
"6364","Pxdn"
"6365","Pxk"
"6366","Pxmp2"
"6367","Pxmp4"
"6368","Pxn"
"6369","Pycard"
"6370","Pycr1"
"6371","Pycr2"
"6372","Pycrl"
"6373","Pygb"
"6374","Pygl"
"6375","Pygm"
"6376","Pygo2"
"6377","Pyroxd1"
"6378","Pyurf"
"6379","Qars"
"6380","Qdpr"
"6381","Qdpr"
"6382","Qpctl"
"6383","Qprt"
"6384","Qrich1"
"6385","Qrsl1"
"6386","Qser1"
"6387","Qsox2"
"6388","Qtrt1"
"6389","Qtrtd1"
"6390","R3hcc1"
"6391","R3hcc1l"
"6392","R3hdm1"
"6393","R3hdm1"
"6394","R3hdm2"
"6395","R3hdm4"
"6396","Rab10"
"6397","Rab11a"
"6398","Rab11b"
"6399","Rab11fip1"
"6400","Rab11fip2"
"6401","Rab11fip3"
"6402","Rab11fip4"
"6403","Rab11fip5"
"6404","Rab12"
"6405","Rab13"
"6406","Rab14"
"6407","Rab18"
"6408","Rab19"
"6409","Rab1b"
"6410","Rab20"
"6411","Rab21"
"6412","Rab22a"
"6413","Rab23"
"6414","Rab24"
"6415","Rab25"
"6416","Rab27a"
"6417","Rab28"
"6418","Rab2a"
"6419","Rab2b"
"6420","Rab30"
"6421","Rab31"
"6422","Rab32"
"6423","Rab33b"
"6424","Rab34"
"6425","Rab35"
"6426","Rab38"
"6427","Rab3a"
"6428","Rab3d"
"6429","Rab3gap1"
"6430","Rab3gap2"
"6431","Rab3il1"
"6432","Rab3ip"
"6433","Rab40c"
"6434","Rab4a"
"6435","Rab4b"
"6436","Rab5a"
"6437","Rab5b"
"6438","Rab5c"
"6439","Rab6a"
"6440","Rab6a"
"6441","Rab8a"
"6442","Rab8b"
"6443","Rabac1"
"6444","Rabep1"
"6445","Rabep2"
"6446","Rabepk"
"6447","Rabgap1"
"6448","Rabgap1l"
"6449","Rabgap1l"
"6450","Rabgef1"
"6451","Rabggta"
"6452","Rabggtb"
"6453","Rabif"
"6454","Rabl2"
