"","X.2200002D01Rik.","X.4933427D06Rik.","X.Abcb11.","X.Abi3.","X.Adam23.","X.Adck2.","X.Ahnak.","X.Aifm2.","X.Akap11.","X.Amot.","X.Anxa1.","X.Anxa2.","X.Anxa3.","X.Aqp3.","X.Arhgap26.","X.Arhgdib.","X.Asnsd1.","X.Aspa.","X.Atp12a.","X.Bbx.","X.Bcl2l11.","X.Bex1.","X.Bex4.","X.Birc2.","X.Bmi1.","X.Bnc2.","X.Cald1.","X.Cap2.","X.Casp8.","X.Cd109.","X.Cd63.","X.Cdh2.","X.Cenpj.","X.Cers5.","X.Chchd2.","X.Cox6a1.","X.Cox7a2.","X.Cpxm1.","X.Crebzf.","X.Crygd.","X.Crym.","X.Cystm1.","X.Dedd.","X.Dnaja4.","X.Dnmt3a.","X.Dsp.","X.Dst.","X.Dzip1l.","X.Efr3b.","X.Enox1.","X.Enox2.","X.Enpp3.","X.Fam107b.","X.Fam169b.","X.Fez2.","X.Fkbp14.","X.Flnc.","X.Foxo4.","X.Ggta1.","X.Gja1.","X.Glg1.","X.Gm14420.","X.Gm364.","X.Gng12.","X.Gpc1.","X.Gpc4.","X.Gsn.","X.Gsto1.","X.Hopx.","X.Hspa2.","X.Hspa4l.","X.Htra1.","X.Igtp.","X.Itgb1bp1.","X.Klf13.","X.Klhdc10.","X.Lad1.","X.Lamb1.","X.Lgals7.","X.Lgals8.","X.Lmo7.","X.Lrp2.","X.Lrrn4.","X.Ly6a.","X.Mageb4.","X.Map3k11.","X.Micall1.","X.Mpped2.","X.Mylpf.","X.Myo1c.","X.Myo1d.","X.Naalad2.","X.Nav2.","X.Nefm.","X.Nfatc2.","X.Nlrc4.","X.Notch1.","X.Nprl2.","X.Nrk.","X.Ociad2.","X.Ormdl3.","X.Osbpl3.","X.Otx2.","X.Pabpc6.","X.Pacsin1.","X.Parp9.","X.Pcsk6.","X.Pdzd4.","X.Peg10.","X.Phldb1.","X.Plaur.","X.Plec.","X.Pnp.","X.Ptk2b.","X.Ptpn13.","X.Rab33b.","X.Rab40c.","X.Rapgef2.","X.Rasgrp2.","X.Rbm44.","X.Rbm4b.","X.Rbpms.","X.Rhbdf1.","X.Rims2.","X.Rnf135.","X.Rundc3a.","X.Ryr3.","X.S100a6.","X.Sall2.","X.Scd1.","X.Sdc1.","X.Serpinb6b.","X.Serpinb6c.","X.Serpinb8.","X.Serpinb9.","X.Serpinb9b.","X.Sfn.","X.Slc13a5.","X.Slc15a1.","X.Slc25a31.","X.Snx7.","X.Spata13.","X.Spcs1.","X.Stom.","X.Syncrip.","X.Tktl2.","X.Tmem17.","X.Tns1.","X.Tpm3.","X.Trak1.","X.Trim16.","X.Ttc21b.","X.Ttll4.","X.Ube2q2.","X.Vamp2.","X.Vasn.","X.Zbtb25.","X.Zc3h4.","X.Zscan12."
"1","2200002D01Rik","4933427D06Rik","Abcb11","Abi3","Adam23","Adck2","Ahnak","Aifm2","Akap11","Amot","Anxa1","Anxa2","Anxa3","Aqp3","Arhgap26","Arhgdib","Asnsd1","Aspa","Atp12a","Bbx","Bcl2l11","Bex1","Bex4","Birc2","Bmi1","Bnc2","Cald1","Cap2","Casp8","Cd109","Cd63","Cdh2","Cenpj","Cers5","Chchd2","Cox6a1","Cox7a2","Cpxm1","Crebzf","Crygd","Crym","Cystm1","Dedd","Dnaja4","Dnmt3a","Dsp","Dst","Dzip1l","Efr3b","Enox1","Enox2","Enpp3","Fam107b","Fam169b","Fez2","Fkbp14","Flnc","Foxo4","Ggta1","Gja1","Glg1","Gm14420","Gm364","Gng12","Gpc1","Gpc4","Gsn","Gsto1","Hopx","Hspa2","Hspa4l","Htra1","Igtp","Itgb1bp1","Klf13","Klhdc10","Lad1","Lamb1","Lgals7","Lgals8","Lmo7","Lrp2","Lrrn4","Ly6a","Mageb4","Map3k11","Micall1","Mpped2","Mylpf","Myo1c","Myo1d","Naalad2","Nav2","Nefm","Nfatc2","Nlrc4","Notch1","Nprl2","Nrk","Ociad2","Ormdl3","Osbpl3","Otx2","Pabpc6","Pacsin1","Parp9","Pcsk6","Pdzd4","Peg10","Phldb1","Plaur","Plec","Pnp","Ptk2b","Ptpn13","Rab33b","Rab40c","Rapgef2","Rasgrp2","Rbm44","Rbm4b","Rbpms","Rhbdf1","Rims2","Rnf135","Rundc3a","Ryr3","S100a6","Sall2","Scd1","Sdc1","Serpinb6b","Serpinb6c","Serpinb8","Serpinb9","Serpinb9b","Sfn","Slc13a5","Slc15a1","Slc25a31","Snx7","Spata13","Spcs1","Stom","Syncrip","Tktl2","Tmem17","Tns1","Tpm3","Trak1","Trim16","Ttc21b","Ttll4","Ube2q2","Vamp2","Vasn","Zbtb25","Zc3h4","Zscan12"
