"","X.4930432K21Rik.","X.Abr.","X.Acsl5.","X.Acsm4.","X.Actn3.","X.Adap1.","X.Adck2.","X.Adk.","X.Afap1.","X.Ank3.","X.Anxa1.","X.Anxa3.","X.Arc.","X.Arhgdib.","X.Arhgef10.","X.Arhgef28.","X.Arntl.","X.Atp4a.","X.Atp9a.","X.Calcoco2.","X.Capn3.","X.Ccdc85a.","X.Ccpg1.","X.Cdo1.","X.Cep112.","X.Chchd7.","X.Cisd3.","X.Ckb.","X.Cnn2.","X.Cntfr.","X.Cobl.","X.Cox6b1.","X.Cth.","X.Ctsf.","X.Dcaf12l1.","X.Ddx58.","X.Dedd.","X.Dgkd.","X.Dlgap3.","X.Dnaja4.","X.Dpysl3.","X.Dusp4.","X.Efhd1.","X.Enox2.","X.Enpp3.","X.Epas1.","X.Fam114a1.","X.Fam122b.","X.Fam83b.","X.Fbxo15.","X.Fbxw17.","X.Fkbp10.","X.Fntb.","X.Folr1.","X.Foxp1.","X.Fry.","X.Gm13128.","X.Gm1840.","X.Gm5595.","X.Gm6880.","X.Gng3.","X.Gprc5a.","X.Gpsm1.","X.Gstm4.","X.Hexb.","X.Hist1h1e.","X.Hmox1.","X.Hspb1.","X.Igtp.","X.Itga9.","X.Jag1.","X.Jmjd1c.","X.Kif21a.","X.Kif21b.","X.Kif5a.","X.Kifc3.","X.Klf4.","X.Klhl24.","X.Laptm5.","X.Lgals3.","X.Lnx2.","X.Lpar1.","X.Lrig1.","X.Ly6a.","X.Manba.","X.Map1lc3a.","X.Mbd4.","X.Mcc.","X.Mcf2l.","X.Mecp2.","X.Mlxipl.","X.Mmp25.","X.Mras.","X.Mrpl52.","X.Myef2.","X.Myh7b.","X.Mylpf.","X.Myo1c.","X.Myo5b.","X.Notum.","X.Nr0b1.","X.Nucks1.","X.Oip5.","X.Otub2.","X.Otud6a.","X.P4ha2.","X.Pa2g4.","X.Pax8.","X.Pcolce.","X.Pdk2.","X.Peli1.","X.Pfkp.","X.Pgm1.","X.Plcd3.","X.Plce1.","X.Pop5.","X.Ppm1j.","X.Ppp1r14c.","X.Prdm14.","X.Psmb10.","X.Ptpn18.","X.Rap1gap.","X.Rims1.","X.Ripk3.","X.Rnf19b.","X.Rsl24d1.","X.Rundc3a.","X.Sash3.","X.Scrn1.","X.Sept1.","X.Serpinb6c.","X.Siva1.","X.Slc9a7.","X.Spta1.","X.Sqstm1.","X.Srgap1.","X.St8sia6.","X.Stat5b.","X.Sumo3.","X.Tex15.","X.Tfpi.","X.Tgfb1.","X.Tgm1.","X.Tgm3.","X.Tgtp1.","X.Tmem102.","X.Tstd3.","X.Tubb2a.","X.Tubb2b.","X.Ubap2l.","X.Usp26.","X.Vegfc.","X.Vrtn.","X.Zfp266.","X.Zfp57.","X.Zfp644.","X.Zfp7.","X.Zfp869."
"1","4930432K21Rik","Abr","Acsl5","Acsm4","Actn3","Adap1","Adck2","Adk","Afap1","Ank3","Anxa1","Anxa3","Arc","Arhgdib","Arhgef10","Arhgef28","Arntl","Atp4a","Atp9a","Calcoco2","Capn3","Ccdc85a","Ccpg1","Cdo1","Cep112","Chchd7","Cisd3","Ckb","Cnn2","Cntfr","Cobl","Cox6b1","Cth","Ctsf","Dcaf12l1","Ddx58","Dedd","Dgkd","Dlgap3","Dnaja4","Dpysl3","Dusp4","Efhd1","Enox2","Enpp3","Epas1","Fam114a1","Fam122b","Fam83b","Fbxo15","Fbxw17","Fkbp10","Fntb","Folr1","Foxp1","Fry","Gm13128","Gm1840","Gm5595","Gm6880","Gng3","Gprc5a","Gpsm1","Gstm4","Hexb","Hist1h1e","Hmox1","Hspb1","Igtp","Itga9","Jag1","Jmjd1c","Kif21a","Kif21b","Kif5a","Kifc3","Klf4","Klhl24","Laptm5","Lgals3","Lnx2","Lpar1","Lrig1","Ly6a","Manba","Map1lc3a","Mbd4","Mcc","Mcf2l","Mecp2","Mlxipl","Mmp25","Mras","Mrpl52","Myef2","Myh7b","Mylpf","Myo1c","Myo5b","Notum","Nr0b1","Nucks1","Oip5","Otub2","Otud6a","P4ha2","Pa2g4","Pax8","Pcolce","Pdk2","Peli1","Pfkp","Pgm1","Plcd3","Plce1","Pop5","Ppm1j","Ppp1r14c","Prdm14","Psmb10","Ptpn18","Rap1gap","Rims1","Ripk3","Rnf19b","Rsl24d1","Rundc3a","Sash3","Scrn1","Sept1","Serpinb6c","Siva1","Slc9a7","Spta1","Sqstm1","Srgap1","St8sia6","Stat5b","Sumo3","Tex15","Tfpi","Tgfb1","Tgm1","Tgm3","Tgtp1","Tmem102","Tstd3","Tubb2a","Tubb2b","Ubap2l","Usp26","Vegfc","Vrtn","Zfp266","Zfp57","Zfp644","Zfp7","Zfp869"
