"","X.9230110C19Rik.","X.Abcd4.","X.Abhd14b.","X.Adprh.","X.Akr1c13.","X.Ap1m2.","X.Arhgap27.","X.Arhgdib.","X.Arhgef16.","X.Armcx3.","X.Aspa.","X.Atp1a4.","X.Atp4a.","X.Atp6v1c2.","X.B4galt1.","X.BC051019.","X.Bcl2l11.","X.Capn3.","X.Cend1.","X.Cenpn.","X.Cilp2.","X.Clcn2.","X.Clip2.","X.Cobll1.","X.Coro2b.","X.Crabp2.","X.Cthrc1.","X.D1Pas1.","X.Desi1.","X.Dixdc1.","X.Dnmt3l.","X.Ehmt1.","X.Elmo1.","X.Enox1.","X.Enpp3.","X.Epas1.","X.Epdr1.","X.Fam169b.","X.Fam184a.","X.Fam222b.","X.Fam63a.","X.Flnc.","X.Flywch1.","X.Fndc9.","X.Fstl1.","X.Gbp2.","X.Gbp4.","X.Gdap1l1.","X.Glg1.","X.Glt1d1.","X.Gm10479.","X.Gm12794.","X.Gm13242.","X.Gm14569.","X.Gm7221.","X.Grhl2.","X.Gsta3.","X.Hdac7.","X.Hpca.","X.Hsd11b2.","X.Hspa4l.","X.Hspa8.","X.Hspb1.","X.Hsph1.","X.Irgm1.","X.Irs2.","X.Jam3.","X.Jph4.","X.Kank1.","X.Kcnk1.","X.Kirrel.","X.Lgals3.","X.Lin28b.","X.Macf1.","X.Manba.","X.Map1a.","X.Mapk12.","X.Mapk6.","X.Mb21d1.","X.Mbtps1.","X.Micall1.","X.Mlh3.","X.Mlxip.","X.Mmrn2.","X.Mocs1.","X.Morc1.","X.Mrpl14.","X.Mtfr1l.","X.Mtus2.","X.Mutyh.","X.Myo1d.","X.Nfic.","X.Nfya.","X.Nlrc4.","X.Nlrp4c.","X.Nlrp4f.","X.Notch3.","X.Nqo1.","X.Nr2f6.","X.Ntn1.","X.Ocln.","X.Odf2l.","X.Pabpc6.","X.Pde2a.","X.Pdzk1.","X.Phka1.","X.Phlpp1.","X.Pik3cd.","X.Plch2.","X.Plxnb1.","X.Pole4.","X.Ppp1r16a.","X.Prame.","X.Prdm1.","X.Prr36.","X.Prtg.","X.Prune.","X.Ptk2b.","X.Ptpn13.","X.Pxdn.","X.Pyurf.","X.Rab31.","X.Rasgrp2.","X.Rbm47.","X.Rgs12.","X.Rilpl1.","X.Rnf111.","X.Rpl10l.","X.Rragd.","X.Ryr3.","X.Sall2.","X.Sbno2.","X.Sema4d.","X.Sept1.","X.Setd7.","X.Sfmbt2.","X.Shroom4.","X.Slc16a3.","X.Slc25a12.","X.Slc29a2.","X.Slc35d3.","X.Slc39a4.","X.Slc9a3r2.","X.Slfn9.","X.Smpdl3b.","X.Sox3.","X.Spata24.","X.Spats2l.","X.Spn.","X.Spta1.","X.Stk16.","X.Stxbp6.","X.Tcf7l2.","X.Tesk2.","X.Tex11.","X.Tex14.","X.Tex19.2.","X.Tgtp1.","X.Tmem245.","X.Tnfsf11.","X.Traf3ip2.","X.Trak1.","X.Trim36.","X.Trio.","X.Ttn.","X.Ubtf.","X.Ugdh.","X.Upp1.","X.Vasn.","X.Vcan.","X.Vrtn.","X.Wt1.","X.Wwp1.","X.Xaf1.","X.Zc4h2.","X.Zfp395.","X.Zfp532.","X.Zfp597.","X.Zfp7."
"1","9230110C19Rik","Abcd4","Abhd14b","Adprh","Akr1c13","Ap1m2","Arhgap27","Arhgdib","Arhgef16","Armcx3","Aspa","Atp1a4","Atp4a","Atp6v1c2","B4galt1","BC051019","Bcl2l11","Capn3","Cend1","Cenpn","Cilp2","Clcn2","Clip2","Cobll1","Coro2b","Crabp2","Cthrc1","D1Pas1","Desi1","Dixdc1","Dnmt3l","Ehmt1","Elmo1","Enox1","Enpp3","Epas1","Epdr1","Fam169b","Fam184a","Fam222b","Fam63a","Flnc","Flywch1","Fndc9","Fstl1","Gbp2","Gbp4","Gdap1l1","Glg1","Glt1d1","Gm10479","Gm12794","Gm13242","Gm14569","Gm7221","Grhl2","Gsta3","Hdac7","Hpca","Hsd11b2","Hspa4l","Hspa8","Hspb1","Hsph1","Irgm1","Irs2","Jam3","Jph4","Kank1","Kcnk1","Kirrel","Lgals3","Lin28b","Macf1","Manba","Map1a","Mapk12","Mapk6","Mb21d1","Mbtps1","Micall1","Mlh3","Mlxip","Mmrn2","Mocs1","Morc1","Mrpl14","Mtfr1l","Mtus2","Mutyh","Myo1d","Nfic","Nfya","Nlrc4","Nlrp4c","Nlrp4f","Notch3","Nqo1","Nr2f6","Ntn1","Ocln","Odf2l","Pabpc6","Pde2a","Pdzk1","Phka1","Phlpp1","Pik3cd","Plch2","Plxnb1","Pole4","Ppp1r16a","Prame","Prdm1","Prr36","Prtg","Prune","Ptk2b","Ptpn13","Pxdn","Pyurf","Rab31","Rasgrp2","Rbm47","Rgs12","Rilpl1","Rnf111","Rpl10l","Rragd","Ryr3","Sall2","Sbno2","Sema4d","Sept1","Setd7","Sfmbt2","Shroom4","Slc16a3","Slc25a12","Slc29a2","Slc35d3","Slc39a4","Slc9a3r2","Slfn9","Smpdl3b","Sox3","Spata24","Spats2l","Spn","Spta1","Stk16","Stxbp6","Tcf7l2","Tesk2","Tex11","Tex14","Tex19.2","Tgtp1","Tmem245","Tnfsf11","Traf3ip2","Trak1","Trim36","Trio","Ttn","Ubtf","Ugdh","Upp1","Vasn","Vcan","Vrtn","Wt1","Wwp1","Xaf1","Zc4h2","Zfp395","Zfp532","Zfp597","Zfp7"
